id,text,label
4097,กระจอก แต่งตัวอุบาทว์ !!!,offensive
4098,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
4099,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
4100,ไปไกลๆ ตีน แต่งตัวอุบาทว์ !!!,offensive
4101,ไปไกลๆ ตีน ขับรถหมาไม่รับทาน ว่ะ,offensive
4102,พวกไร้การศึกษา ต้องถูกกำจัด ในประเทศเรา,hate
4103,หน้าด้าน วันๆ ดีแต่ปาก !!!,offensive
4104,หน้าส้นตีน แต่งตัวอุบาทว์ จริงๆ,offensive
4105,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
4106,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
4107,หนังเรื่องนี้ มีความสุขมากๆ นะ,neutral
4108,โคตรห่วยแตก วันๆ ดีแต่ปาก จริงๆ,offensive
4109,หนังเรื่องนี้ มีความสุขมากๆ นะ,neutral
4110,ออกกำลังกาย ดีมากเลยครับ,neutral
4111,พวกไร้การศึกษา มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
4112,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
4113,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
4114,พวกเพศทางเลือก มันคือเชื้อชั่ว ในประเทศเรา,hate
4115,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
4116,หนังเรื่องนี้ ดีมากเลยครับ,neutral
4117,พวกต่างด้าว ต้องถูกกำจัด ไปตายซะให้หมด,hate
4118,หน้าส้นตีน ขับรถหมาไม่รับทาน นะมึง,offensive
4119,น่ารำคาญฉิบหาย พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
4120,คนเห็นต่าง ตัวถ่วงความเจริญ บนโลกใบนี้,hate
4121,กระจอก วันๆ ดีแต่ปาก จริงๆ,offensive
4122,อย่ามาเสือก ทำตัวน่าสมเพช จริงๆ,offensive
4123,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
4124,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
4125,กลุ่มการเมือง ตัวถ่วงความเจริญ ไปตายซะให้หมด,hate
4126,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว บนโลกใบนี้,hate
4127,พวกไร้การศึกษา ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
4128,หน้าด้าน วันๆ ดีแต่ปาก จริงๆ,offensive
4129,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ บนโลกใบนี้,hate
4130,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
4131,พวกไร้การศึกษา มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
4132,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
4133,หน้าส้นตีน พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
4134,คนเห็นต่าง ต้องถูกกำจัด ในประเทศเรา,hate
4135,หน้าด้าน สันดานเสีย จริงๆ,offensive
4136,ไปไกลๆ ตีน ทำตัวน่าสมเพช ว่ะ,offensive
4137,การเรียนรู้ภาษาไทย มีความสุขมากๆ นะ,neutral
4138,คนเห็นต่าง มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
4139,หน้าด้าน ขับรถหมาไม่รับทาน !!!,offensive
4140,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
4141,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
4142,ไอ้สัด สันดานเสีย !!!,offensive
4143,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
4144,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
4145,ปลูกต้นไม้ รบกวนสอบถามหน่อยค่ะ,neutral
4146,พวกเพศทางเลือก ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
4147,พวกต่างด้าว ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
4148,ปัญญาอ่อน พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
4149,ไอ้สารเลว พูดอะไรไม่รู้เรื่อง !!!,offensive
4150,พวกไร้การศึกษา ไล่ออกไปให้หมด ในสังคมไทย,hate
4151,พวกเพศทางเลือก ไม่มีความเป็นคน ในประเทศเรา,hate
4152,การเรียนรู้ภาษาไทย รบกวนสอบถามหน่อยค่ะ,neutral
4153,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
4154,ปลูกต้นไม้ รบกวนสอบถามหน่อยค่ะ,neutral
4155,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
4156,กระจอก พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
4157,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
4158,ไอ้สัด สันดานเสีย !!!,offensive
4159,น่ารำคาญฉิบหาย พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
4160,อีปลวก ขับรถหมาไม่รับทาน !!!,offensive
4161,หน้าด้าน พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
4162,ไอ้สัด พูดอะไรไม่รู้เรื่อง !!!,offensive
4163,พวกไร้การศึกษา ตัวถ่วงความเจริญ ในประเทศเรา,hate
4164,ปัญญาอ่อน สันดานเสีย !!!,offensive
4165,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
4166,หน้าด้าน แต่งตัวอุบาทว์ จริงๆ,offensive
4167,หน้าด้าน ทำตัวน่าสมเพช ว่ะ,offensive
4168,คนเห็นต่าง ไล่ออกไปให้หมด บนโลกใบนี้,hate
4169,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
4170,พวกไร้การศึกษา มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
4171,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
4172,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
4173,อีปลวก พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
4174,วันนี้ไปกินข้าว ขอบคุณสำหรับข้อมูล,neutral
4175,วันนี้ไปกินข้าว ขอบคุณสำหรับข้อมูล,neutral
4176,หน้าส้นตีน วันๆ ดีแต่ปาก นะมึง,offensive
4177,ปลูกต้นไม้ มีความสุขมากๆ นะ,neutral
4178,ไปไกลๆ ตีน ขับรถหมาไม่รับทาน นะมึง,offensive
4179,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
4180,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
4181,กระจอก ขับรถหมาไม่รับทาน นะมึง,offensive
4182,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
4183,หน้าส้นตีน พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
4184,วันนี้ไปกินข้าว ดีมากเลยครับ,neutral
4185,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
4186,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
4187,พวกต่างด้าว ตัวถ่วงความเจริญ บนโลกใบนี้,hate
4188,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
4189,อีปลวก ขับรถหมาไม่รับทาน นะมึง,offensive
4190,หน้าส้นตีน แต่งตัวอุบาทว์ !!!,offensive
4191,พวกหน้าโง่ ไม่มีความเป็นคน ไปตายซะให้หมด,hate
4192,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
4193,หนังเรื่องนี้ ดีมากเลยครับ,neutral
4194,อีปลวก ขับรถหมาไม่รับทาน !!!,offensive
4195,ปัญญาอ่อน ทำตัวน่าสมเพช จริงๆ,offensive
4196,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
4197,กระจอก พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
4198,การเรียนรู้ภาษาไทย มีความสุขมากๆ นะ,neutral
4199,เทคโนโลยี AI ดีมากเลยครับ,neutral
4200,มึงมันโง่ แต่งตัวอุบาทว์ นะมึง,offensive
4201,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
4202,ไปไกลๆ ตีน สันดานเสีย จริงๆ,offensive
4203,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
4204,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
4205,พวกต่างด้าว ต้องถูกกำจัด ในประเทศเรา,hate
4206,พวกเพศทางเลือก ไม่มีความเป็นคน ไปตายซะให้หมด,hate
4207,อีปลวก สันดานเสีย !!!,offensive
4208,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
4209,พวกไร้การศึกษา ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
4210,ออกกำลังกาย ดีมากเลยครับ,neutral
4211,หน้าส้นตีน ทำตัวน่าสมเพช จริงๆ,offensive
4212,ปลูกต้นไม้ สู้ๆ นะครับทุกคน,neutral
4213,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
4214,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
4215,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ในประเทศเรา,hate
4216,การทำงานวันจันทร์ ขอบคุณสำหรับข้อมูล,neutral
4217,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
4218,มึงมันโง่ สันดานเสีย !!!,offensive
4219,คนเห็นต่าง ตัวถ่วงความเจริญ ไปตายซะให้หมด,hate
4220,พวกเพศทางเลือก ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
4221,ไอ้สัด สันดานเสีย !!!,offensive
4222,มึงมันโง่ ขับรถหมาไม่รับทาน นะมึง,offensive
4223,คนเห็นต่าง ตัวถ่วงความเจริญ บนโลกใบนี้,hate
4224,คนเห็นต่าง ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
4225,ไอ้พวกขยะสังคม ต้องถูกกำจัด ไปตายซะให้หมด,hate
4226,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
4227,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
4228,พวกไร้การศึกษา ไม่มีความเป็นคน ไปตายซะให้หมด,hate
4229,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ บนโลกใบนี้,hate
4230,อย่ามาเสือก ขับรถหมาไม่รับทาน !!!,offensive
4231,หน้าส้นตีน ขับรถหมาไม่รับทาน ว่ะ,offensive
4232,พวกหน้าโง่ ไล่ออกไปให้หมด ในประเทศเรา,hate
4233,เทคโนโลยี AI ดีมากเลยครับ,neutral
4234,เทคโนโลยี AI รบกวนสอบถามหน่อยค่ะ,neutral
4235,วันนี้ไปกินข้าว รบกวนสอบถามหน่อยค่ะ,neutral
4236,หน้าส้นตีน ทำตัวน่าสมเพช จริงๆ,offensive
4237,ปลูกต้นไม้ สู้ๆ นะครับทุกคน,neutral
4238,ไอ้สารเลว ขับรถหมาไม่รับทาน จริงๆ,offensive
4239,พวกไร้การศึกษา ตัวถ่วงความเจริญ ในประเทศเรา,hate
4240,พวกไร้การศึกษา มันคือเชื้อชั่ว บนโลกใบนี้,hate
4241,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
4242,หน้าด้าน พูดอะไรไม่รู้เรื่อง !!!,offensive
4243,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
4244,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
4245,ปัญญาอ่อน วันๆ ดีแต่ปาก นะมึง,offensive
4246,คนเห็นต่าง ต้องถูกกำจัด ในสังคมไทย,hate
4247,พวกหน้าโง่ ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
4248,หน้าส้นตีน ขับรถหมาไม่รับทาน จริงๆ,offensive
4249,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
4250,อย่ามาเสือก แต่งตัวอุบาทว์ ว่ะ,offensive
4251,มึงมันโง่ ขับรถหมาไม่รับทาน จริงๆ,offensive
4252,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
4253,ไอ้สัด พูดอะไรไม่รู้เรื่อง !!!,offensive
4254,ปลูกต้นไม้ ดีมากเลยครับ,neutral
4255,ไปไกลๆ ตีน ทำตัวน่าสมเพช นะมึง,offensive
4256,มึงมันโง่ สันดานเสีย !!!,offensive
4257,พวกต่างด้าว ไล่ออกไปให้หมด บนโลกใบนี้,hate
4258,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
4259,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
4260,โคตรห่วยแตก ทำตัวน่าสมเพช ว่ะ,offensive
4261,หน้าด้าน พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
4262,พวกต่างด้าว ตัวถ่วงความเจริญ บนโลกใบนี้,hate
4263,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
4264,ปัญญาอ่อน ทำตัวน่าสมเพช !!!,offensive
4265,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
4266,หน้าด้าน ขับรถหมาไม่รับทาน !!!,offensive
4267,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
4268,น่ารำคาญฉิบหาย ขับรถหมาไม่รับทาน จริงๆ,offensive
4269,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
4270,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
4271,ปลูกต้นไม้ สู้ๆ นะครับทุกคน,neutral
4272,มึงมันโง่ ขับรถหมาไม่รับทาน ว่ะ,offensive
4273,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
4274,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
4275,อีปลวก ขับรถหมาไม่รับทาน ว่ะ,offensive
4276,อีปลวก ทำตัวน่าสมเพช !!!,offensive
4277,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
4278,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
4279,หนังเรื่องนี้ มีความสุขมากๆ นะ,neutral
4280,การทำงานวันจันทร์ ดีมากเลยครับ,neutral
4281,หนังเรื่องนี้ ขอบคุณสำหรับข้อมูล,neutral
4282,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
4283,หนังเรื่องนี้ สู้ๆ นะครับทุกคน,neutral
4284,โคตรห่วยแตก วันๆ ดีแต่ปาก นะมึง,offensive
4285,การเรียนรู้ภาษาไทย รบกวนสอบถามหน่อยค่ะ,neutral
4286,กลุ่มการเมือง ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
4287,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
4288,พวกหน้าโง่ มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
4289,กลุ่มการเมือง ไล่ออกไปให้หมด ในสังคมไทย,hate
4290,คนเห็นต่าง ไม่มีความเป็นคน ในสังคมไทย,hate
4291,ไปไกลๆ ตีน วันๆ ดีแต่ปาก จริงๆ,offensive
4292,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
4293,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
4294,หน้าส้นตีน พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
4295,ไอ้สัด แต่งตัวอุบาทว์ นะมึง,offensive
4296,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
4297,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ไปตายซะให้หมด,hate
4298,ปลูกต้นไม้ ดีมากเลยครับ,neutral
4299,ไอ้สัด พูดอะไรไม่รู้เรื่อง นะมึง,offensive
4300,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
4301,คนเห็นต่าง ไม่มีความเป็นคน ในประเทศเรา,hate
4302,ปัญญาอ่อน แต่งตัวอุบาทว์ ว่ะ,offensive
4303,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
4304,ไอ้สารเลว วันๆ ดีแต่ปาก !!!,offensive
4305,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
4306,ไอ้พวกขยะสังคม ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
4307,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
4308,อีปลวก ทำตัวน่าสมเพช นะมึง,offensive
4309,น่ารำคาญฉิบหาย ขับรถหมาไม่รับทาน นะมึง,offensive
4310,การทำงานวันจันทร์ ดีมากเลยครับ,neutral
4311,อย่ามาเสือก ขับรถหมาไม่รับทาน !!!,offensive
4312,พวกเพศทางเลือก มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
4313,พวกหน้าโง่ ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
4314,โคตรห่วยแตก ทำตัวน่าสมเพช !!!,offensive
4315,มึงมันโง่ ขับรถหมาไม่รับทาน นะมึง,offensive
4316,กระจอก วันๆ ดีแต่ปาก จริงๆ,offensive
4317,หน้าด้าน แต่งตัวอุบาทว์ ว่ะ,offensive
4318,หน้าด้าน แต่งตัวอุบาทว์ !!!,offensive
4319,พวกไร้การศึกษา ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
4320,พวกหน้าโง่ มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
4321,พวกต่างด้าว ไล่ออกไปให้หมด ในประเทศเรา,hate
4322,การทำงานวันจันทร์ ขอบคุณสำหรับข้อมูล,neutral
4323,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
4324,หน้าส้นตีน ทำตัวน่าสมเพช จริงๆ,offensive
4325,พวกต่างด้าว ตัวถ่วงความเจริญ ในประเทศเรา,hate
4326,พวกเพศทางเลือก ไม่มีความเป็นคน ในสังคมไทย,hate
4327,หน้าส้นตีน วันๆ ดีแต่ปาก !!!,offensive
4328,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
4329,คนเห็นต่าง ตัวถ่วงความเจริญ ไปตายซะให้หมด,hate
4330,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
4331,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ ในสังคมไทย,hate
4332,พวกเพศทางเลือก ไม่มีความเป็นคน บนโลกใบนี้,hate
4333,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
4334,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
4335,กระจอก วันๆ ดีแต่ปาก ว่ะ,offensive
4336,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
4337,คนเห็นต่าง ไม่มีความเป็นคน บนโลกใบนี้,hate
4338,อย่ามาเสือก สันดานเสีย นะมึง,offensive
4339,ไอ้สารเลว พูดอะไรไม่รู้เรื่อง นะมึง,offensive
4340,กระจอก สันดานเสีย นะมึง,offensive
4341,พวกไร้การศึกษา มันคือเชื้อชั่ว ในประเทศเรา,hate
4342,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
4343,อีปลวก แต่งตัวอุบาทว์ !!!,offensive
4344,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
4345,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ ในสังคมไทย,hate
4346,น่ารำคาญฉิบหาย แต่งตัวอุบาทว์ จริงๆ,offensive
4347,มึงมันโง่ พูดอะไรไม่รู้เรื่อง !!!,offensive
4348,พวกไร้การศึกษา มันคือเชื้อชั่ว ในสังคมไทย,hate
4349,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
4350,มึงมันโง่ พูดอะไรไม่รู้เรื่อง !!!,offensive
4351,ปัญญาอ่อน แต่งตัวอุบาทว์ ว่ะ,offensive
4352,อีปลวก ขับรถหมาไม่รับทาน ว่ะ,offensive
4353,ไปไกลๆ ตีน ทำตัวน่าสมเพช นะมึง,offensive
4354,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ บนโลกใบนี้,hate
4355,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
4356,กระจอก วันๆ ดีแต่ปาก นะมึง,offensive
4357,กระจอก ทำตัวน่าสมเพช จริงๆ,offensive
4358,หน้าส้นตีน สันดานเสีย นะมึง,offensive
4359,ไอ้สารเลว ขับรถหมาไม่รับทาน นะมึง,offensive
4360,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
4361,อย่ามาเสือก แต่งตัวอุบาทว์ ว่ะ,offensive
4362,อย่ามาเสือก ขับรถหมาไม่รับทาน จริงๆ,offensive
4363,ออกกำลังกาย ดีมากเลยครับ,neutral
4364,พวกต่างด้าว ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
4365,ไอ้สัด ทำตัวน่าสมเพช !!!,offensive
4366,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
4367,โคตรห่วยแตก สันดานเสีย จริงๆ,offensive
4368,ไอ้สัด สันดานเสีย นะมึง,offensive
4369,อย่ามาเสือก สันดานเสีย ว่ะ,offensive
4370,พวกไร้การศึกษา ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
4371,ปลูกต้นไม้ มีความสุขมากๆ นะ,neutral
4372,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
4373,ปัญญาอ่อน ขับรถหมาไม่รับทาน ว่ะ,offensive
4374,พวกต่างด้าว มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
4375,คนเห็นต่าง มันคือเชื้อชั่ว บนโลกใบนี้,hate
4376,หน้าส้นตีน สันดานเสีย ว่ะ,offensive
4377,น่ารำคาญฉิบหาย สันดานเสีย !!!,offensive
4378,หนังเรื่องนี้ ดีมากเลยครับ,neutral
4379,หนังเรื่องนี้ น่าสนใจจริงๆ,neutral
4380,คนเห็นต่าง ไล่ออกไปให้หมด ในประเทศเรา,hate
4381,โคตรห่วยแตก พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
4382,พวกหน้าโง่ ต้องถูกกำจัด บนโลกใบนี้,hate
4383,ไอ้สารเลว ทำตัวน่าสมเพช จริงๆ,offensive
4384,กระจอก วันๆ ดีแต่ปาก !!!,offensive
4385,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
4386,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
4387,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
4388,หน้าส้นตีน ทำตัวน่าสมเพช ว่ะ,offensive
4389,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
4390,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
4391,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
4392,หน้าด้าน แต่งตัวอุบาทว์ นะมึง,offensive
4393,หน้าด้าน พูดอะไรไม่รู้เรื่อง !!!,offensive
4394,ไปไกลๆ ตีน พูดอะไรไม่รู้เรื่อง นะมึง,offensive
4395,ออกกำลังกาย ดีมากเลยครับ,neutral
4396,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
4397,มึงมันโง่ ขับรถหมาไม่รับทาน จริงๆ,offensive
4398,เทคโนโลยี AI ดีมากเลยครับ,neutral
4399,ไอ้สัด วันๆ ดีแต่ปาก !!!,offensive
4400,อย่ามาเสือก ทำตัวน่าสมเพช ว่ะ,offensive
4401,พวกหน้าโง่ ตัวถ่วงความเจริญ ในสังคมไทย,hate
4402,หน้าด้าน สันดานเสีย ว่ะ,offensive
4403,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
4404,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
4405,พวกต่างด้าว ตัวถ่วงความเจริญ ในสังคมไทย,hate
4406,พวกเพศทางเลือก ตัวถ่วงความเจริญ ในสังคมไทย,hate
4407,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
4408,กลุ่มการเมือง มันคือเชื้อชั่ว ในสังคมไทย,hate
4409,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
4410,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
4411,พวกไร้การศึกษา ต้องถูกกำจัด บนโลกใบนี้,hate
4412,กระจอก ขับรถหมาไม่รับทาน !!!,offensive
4413,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
4414,กระจอก สันดานเสีย !!!,offensive
4415,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
4416,ออกกำลังกาย น่าสนใจจริงๆ,neutral
4417,มึงมันโง่ วันๆ ดีแต่ปาก จริงๆ,offensive
4418,พวกเพศทางเลือก ต้องถูกกำจัด บนโลกใบนี้,hate
4419,น่ารำคาญฉิบหาย ทำตัวน่าสมเพช นะมึง,offensive
4420,ออกกำลังกาย มีความสุขมากๆ นะ,neutral
4421,โคตรห่วยแตก พูดอะไรไม่รู้เรื่อง !!!,offensive
4422,อย่ามาเสือก ขับรถหมาไม่รับทาน ว่ะ,offensive
4423,วันนี้ไปกินข้าว รบกวนสอบถามหน่อยค่ะ,neutral
4424,โคตรห่วยแตก พูดอะไรไม่รู้เรื่อง นะมึง,offensive
4425,พวกต่างด้าว ต้องถูกกำจัด บนโลกใบนี้,hate
4426,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
4427,กระจอก ขับรถหมาไม่รับทาน นะมึง,offensive
4428,ปลูกต้นไม้ ดีมากเลยครับ,neutral
4429,กลุ่มการเมือง มันคือเชื้อชั่ว ในสังคมไทย,hate
4430,กระจอก สันดานเสีย ว่ะ,offensive
4431,วันนี้ไปกินข้าว รบกวนสอบถามหน่อยค่ะ,neutral
4432,พวกเพศทางเลือก ไล่ออกไปให้หมด ในประเทศเรา,hate
4433,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
4434,ไปไกลๆ ตีน วันๆ ดีแต่ปาก ว่ะ,offensive
4435,ปลูกต้นไม้ รบกวนสอบถามหน่อยค่ะ,neutral
4436,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
4437,อีปลวก ขับรถหมาไม่รับทาน นะมึง,offensive
4438,หน้าส้นตีน วันๆ ดีแต่ปาก จริงๆ,offensive
4439,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
4440,ไอ้สัด ทำตัวน่าสมเพช จริงๆ,offensive
4441,อย่ามาเสือก ขับรถหมาไม่รับทาน จริงๆ,offensive
4442,โคตรห่วยแตก ทำตัวน่าสมเพช จริงๆ,offensive
4443,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
4444,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
4445,อีปลวก สันดานเสีย จริงๆ,offensive
4446,มึงมันโง่ วันๆ ดีแต่ปาก จริงๆ,offensive
4447,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
4448,วันนี้ไปกินข้าว รบกวนสอบถามหน่อยค่ะ,neutral
4449,ไอ้สารเลว แต่งตัวอุบาทว์ นะมึง,offensive
4450,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
4451,หน้าด้าน สันดานเสีย ว่ะ,offensive
4452,พวกหน้าโง่ ไม่มีความเป็นคน ในประเทศเรา,hate
4453,ไอ้สัด แต่งตัวอุบาทว์ จริงๆ,offensive
4454,เทคโนโลยี AI ดีมากเลยครับ,neutral
4455,หน้าด้าน วันๆ ดีแต่ปาก จริงๆ,offensive
4456,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
